ensembl_gene_id	mgi_symbol	description	chromosome_name	mgi_symbol.1	description.1	chromosome_name.1	genes	factor.Days.2	factor.Days.4	factor.Days.6	factor.Days.14	AveExpr	F	P.Value	adj.P.Val	fat_D0_11	fat_D0_13	fat_D0_23	fat_D0_27	fat_D2_16	fat_D2_20	fat_D2_25	fat_D2_30	fat_D4_12	fat_D4_17	fat_D4_21	fat_D4_26	fat_D6_15	fat_D6_19	fat_D6_24	fat_D6_29	fat_D14_14	fat_D14_18	fat_D14_22	fat_D14_28
ENSMUSG00000038375	Trp53inp2	transformation related protein 53 inducible nuclear protein 2 [Source:MGI Symbol;Acc:MGI:1915978]	2	Trp53inp2	transformation related protein 53 inducible nuclear protein 2 	2	ENSMUSG00000038375	1.37054367165742	1.966859551887	1.70358010430981	1.69215284054628	9.99686074189256	33.3522211523597	3.13087279875308E-09	8.07684445437751E-05	8.88456629062564	8.37947785776391	8.55736472400779	8.7150162477985	10.0596085734469	9.87329741283861	10.1192203919638	10.0249855292457	10.0008600905676	10.7128135805489	10.8832769737433	10.9597009801253	9.96910696897096	10.1493285715351	10.4301745832577	10.8363773081256	10.4270971176671	10.0067690160472	10.526589511575	10.4215831079967
ENSMUSG00000046275	Tusc5	tumor suppressor candidate 5 [Source:MGI Symbol;Acc:MGI:3029307]	11	Tusc5	tumor suppressor candidate 5 	11	ENSMUSG00000046275	1.0164401315341	1.00531475692892	0.815417230946299	1.02134569025963	9.16235080577022	32.4088177233967	4.12304778293347E-09	8.07684445437751E-05	8.53830954453088	8.39482055683022	8.52409734553061	8.11557193373815	9.5328123489039	9.20367673113085	9.38573210188239	9.60868117202076	9.47211202499785	9.26401691684213	9.22984695516235	9.51735578043099	8.97569595080985	9.2138224054429	9.34242802319971	9.30768446980962	9.51937196303517	9.24802513585632	9.53205500396448	9.32089975128522
ENSMUSG00000074364	Ehd2	EH-domain containing 2 [Source:MGI Symbol;Acc:MGI:2154274]	7	Ehd2	EH-domain containing 2 	7	ENSMUSG00000074364	0.693015788619662	0.79300756436975	0.793526420181039	0.717184541170027	10.6142109906772	25.9266464822712	3.34968329712202E-08	0.000437457472993	10.2910384138811	9.88780550681372	10.0969780427389	9.76781370994307	10.8228558089195	10.701696597142	10.6250048050142	10.7352588640919	10.7902356414525	10.7637807958363	10.7576318215002	10.878625509781	10.5583093527276	10.9570118524252	10.892487422402	10.8263093123674	10.7163565767596	10.6191358534066	10.8838892188243	10.7119947075161
ENSMUSG00000030108	Slc6a13	solute carrier family 6 (neurotransmitter transporter, GABA), member 13 [Source:MGI Symbol;Acc:MGI:95629]	6	Slc6a13	solute carrier family 6 (neurotransmitter transporter, GABA), member 13 	6	ENSMUSG00000030108	0.859414834571423	1.05552829663784	0.911064060469206	1.20221594297127	7.01064259508304	24.5148004947778	5.58888166036932E-08	0.000547416986429	6.51525863557963	6.37074405500627	5.89237806207227	6.14631545716926	7.09656216813538	7.19179797519291	6.75487210475026	7.28459416159263	7.07184638642929	7.20921345492809	7.10059688812068	7.54705418620112	7.0806529637139	6.98650971178354	7.20953555325893	7.16252112184503	7.26619202320296	7.54213785287556	7.50457426754238	7.27949487226077
ENSMUSG00000094910	D430019H16Rik	RIKEN cDNA D430019H16 gene [Source:MGI Symbol;Acc:MGI:2443127]	12	D430019H16Rik	RIKEN cDNA D430019H16 gene 	12	ENSMUSG00000094910	1.45599787289428	1.42031901168203	1.36599038534243	1.55372709605381	6.50117936584046	23.3545457565477	8.66489434720024E-08	0.000678963791258	5.80430732703171	4.74516817454118	5.15835010699429	5.49820629843803	7.05711101741666	6.80764592654372	6.52667559610458	7.04417517770905	7.05324404364461	6.52972545697425	6.43561230396832	6.79921246035341	6.75108299592794	6.35312120248783	7.00999332081889	6.77161705947617	6.87032064518155	6.51977765926589	7.24216874145739	7.0460718024738
ENSMUSG00000061397	Krt79	keratin 79 [Source:MGI Symbol;Acc:MGI:2385030]	15	Krt79	keratin 79 	15	ENSMUSG00000061397	1.76308031414444	2.13626311878331	2.04118792848713	1.64422609264976	3.546564744415	22.4646593683819	1.22721949587365E-07	0.000801353877147	1.83617910190133	2.47780227701865	2.18688843270329	1.69727544437856	4.05425136327742	3.98970965031155	3.34481509708653	4.10600104520673	4.23754379077738	3.98783167814498	3.97160215073325	4.16523741822371	3.33321441101134	4.274143540705	4.01875413205738	4.48460966771859	3.53085853974668	3.56990838639421	3.76865665404657	3.89601210685677
ENSMUSG00000024664	Fads3	fatty acid desaturase 3 [Source:MGI Symbol;Acc:MGI:1928740]	19	Fads3	fatty acid desaturase 3 	19	ENSMUSG00000024664	0.694884762268118	1.04558927762823	0.894403717125078	0.943339093576572	9.22894989122572	21.7154226605872	1.65899120842533E-07	0.000867857689563	8.6501166743489	8.5733352453689	8.34125939348305	8.50049506369512	9.38474147166821	9.12799175736984	9.01364044956462	9.42780687262159	9.29899836938032	9.59094889226021	9.58383915600697	9.74317895322902	8.99090885240598	9.52515028068747	9.46079970941748	9.61365796175061	9.45731099490292	9.46829125608438	9.61991323288	9.20661323738877
ENSMUSG00000032786	Alas1	aminolevulinic acid synthase 1 [Source:MGI Symbol;Acc:MGI:87989]	9	Alas1	aminolevulinic acid synthase 1 	9	ENSMUSG00000032786	1.2441573589686	1.07842367609374	0.913592710205931	0.672868347563733	8.46472832878533	21.5541225813635	1.77208747454167E-07	0.000867857689563	7.81047709427192	7.62901501819879	7.94777657048109	7.30435794233462	9.09168936963751	8.88001064731456	8.94603396066396	8.82865230368217	8.8567800137791	8.6042724103393	8.55698495591211	8.8829830049897	8.72585893843744	8.22924833420341	8.76417229125441	8.66663459808896	8.03090468154488	8.223223904953	8.67614575414029	8.63934478147942
ENSMUSG00000028150	Rorc	RAR-related orphan receptor gamma [Source:MGI Symbol;Acc:MGI:104856]	3	Rorc	RAR-related orphan receptor gamma 	3	ENSMUSG00000028150	-2.04628227398004	-3.9124152786518	-3.13582160617346	-2.21824453448299	1.7677630663301	20.9333894848665	2.29226866225022E-07	0.000959826400167	3.45208530983075	3.8262566664162	4.38530199110529	4.41722915643264	1.77741115791859	2.53780867938198	2.59883262956289	0.149357414401108	1.0528972836283	0.430883553593419	0.271162432592155	-0.837412160190236	1.60992375374221	1.16802650833908	1.29134736631602	0.094344443068077	2.16102045989793	2.00017235989771	1.47047716193182	1.49813515873611
ENSMUSG00000068220	Lgals1	lectin, galactose binding, soluble 1 [Source:MGI Symbol;Acc:MGI:96777]	15	Lgals1	lectin, galactose binding, soluble 1 	15	ENSMUSG00000068220	0.75629364344508	0.935033536327528	0.719114402162032	0.573320576605178	10.6950886864339	20.7752968054019	2.44984915430971E-07	0.000959826400167	10.4981888695252	10.0123959738543	10.0674923367915	9.8166385719092	11.0244257465447	10.7756872064645	10.8312497973367	10.8350744567888	10.8119660301802	11.0668806577379	10.9921839212837	11.2283405416267	10.6365254894237	10.8510366238261	10.8839101794777	10.8725319299179	10.5723388446068	10.5543079567336	10.8872531511504	10.6833454434983
